INDIVIDUAL_ID,INCOME,HAS_CHILDREN,LENGTH_OF_RESIDENCE,MARITAL_STATUS,HOME_MARKET_VALUE,HOME_OWNER,COLLEGE_DEGREE,GOOD_CREDIT
221301832825.0,80372.176,1.0,6.801,,125000 - 149999,0,0,0
221301301692.0,47500.0,0.0,7.0,,75000 - 99999,1,0,1
221301297928.0,250000.0,0.0,2.0,Married,225000 - 249999,1,1,1
221301297521.0,32500.0,0.0,15.0,Single,275000 - 299999,1,1,1
221301287206.0,70000.0,0.0,0.0,Single,,0,0,1
221302985236.0,80372.176,0.0,15.0,,75000 - 99999,0,0,0
221303304777.0,80372.176,0.0,6.801,,100000 - 124999,0,0,0
221302986173.0,87500.0,0.0,15.0,Married,150000 - 174999,1,0,1
221302983382.0,32500.0,0.0,0.0,,,0,0,0
221302983350.0,87500.0,1.0,6.0,Single,100000 - 124999,1,0,1
221302980733.0,32500.0,0.0,15.0,Married,25000 - 49999,1,0,0
221302782476.0,37500.0,0.0,1.0,Married,150000 - 174999,0,0,1
221302776945.0,17500.0,0.0,2.0,Single,150000 - 174999,1,0,0
221302770849.0,42500.0,0.0,8.0,Married,75000 - 99999,1,0,0
221302759513.0,17500.0,1.0,5.0,Single,75000 - 99999,1,0,0
221302756981.0,27500.0,1.0,3.0,Single,250000 - 274999,1,1,1
221302756957.0,42500.0,0.0,15.0,Married,50000 - 74999,1,0,0
221303106221.0,52500.0,0.0,3.0,Single,50000 - 74999,1,0,1
221303104394.0,80372.176,0.0,6.801,,50000 - 74999,0,0,1
221303103568.0,70000.0,0.0,0.0,,,0,0,1
221303103290.0,70000.0,0.0,11.0,Married,75000 - 99999,1,0,0
221303093002.0,87500.0,0.0,15.0,Single,75000 - 99999,1,1,1
221300332092.0,62500.0,0.0,4.0,Married,75000 - 99999,1,0,1
221300331262.0,87500.0,0.0,2.0,Single,150000 - 174999,1,1,0
221300403528.0,250000.0,0.0,5.0,Married,225000 - 249999,1,0,1
221300390018.0,80372.176,0.0,6.801,,225000 - 249999,0,0,1
221300389652.0,52500.0,0.0,11.0,Married,275000 - 299999,1,0,0
221300388966.0,70000.0,0.0,10.0,Single,75000 - 99999,1,0,1
221300371256.0,250000.0,1.0,6.0,Married,125000 - 149999,1,1,1
221300160553.0,62500.0,0.0,8.0,Married,125000 - 149999,1,1,1
221300159825.0,80372.176,0.0,0.0,,200000 - 224999,0,1,0
221300149711.0,52500.0,1.0,10.0,Married,50000 - 74999,0,0,1
221300147231.0,87500.0,1.0,1.0,Married,75000 - 99999,1,0,1
221303260682.0,80372.176,0.0,1.0,,125000 - 149999,1,0,1
221300098892.0,125000.0,0.0,15.0,Married,150000 - 174999,1,0,1
221303259454.0,70000.0,1.0,3.0,Married,100000 - 124999,1,1,0
221303255077.0,57500.0,1.0,4.0,Single,50000 - 74999,1,1,1
221300011054.0,125000.0,0.0,15.0,Married,125000 - 149999,1,1,1
221300004687.0,125000.0,0.0,12.0,Married,150000 - 174999,1,0,1
221300109654.0,27500.0,0.0,15.0,Married,75000 - 99999,1,1,1
221303220925.0,17500.0,1.0,6.0,Single,50000 - 74999,1,0,1
221303218880.0,70000.0,1.0,10.0,Single,125000 - 149999,1,0,1
221303217368.0,70000.0,0.0,2.0,Single,125000 - 149999,1,0,0
221303217024.0,42500.0,0.0,2.0,Single,75000 - 99999,1,1,1
221303216884.0,80372.176,0.0,0.0,,,0,0,0
221300266848.0,62500.0,1.0,3.0,Married,125000 - 149999,1,1,1
221300261024.0,250000.0,1.0,4.0,Married,225000 - 249999,1,0,1
221303053514.0,47500.0,1.0,15.0,Single,75000 - 99999,1,1,1
221303053098.0,125000.0,0.0,10.0,Single,100000 - 124999,1,1,1
221303052863.0,125000.0,1.0,15.0,Single,50000 - 74999,1,0,1
221303048968.0,125000.0,1.0,15.0,Married,75000 - 99999,1,1,1
221302129938.0,125000.0,0.0,2.0,Single,150000 - 174999,1,0,1
221302125006.0,57500.0,1.0,2.0,Married,25000 - 49999,1,0,1
221302119759.0,57500.0,1.0,15.0,Married,50000 - 74999,1,0,1
221302109480.0,225000.0,1.0,11.0,Married,200000 - 224999,1,1,1
221302109350.0,32500.0,1.0,0.0,Married,,0,1,0
221302107025.0,70000.0,0.0,2.0,Married,50000 - 74999,1,0,1
221303085664.0,87500.0,1.0,9.0,Single,225000 - 249999,1,0,1
221303084823.0,42500.0,1.0,6.801,,125000 - 149999,0,0,0
221303127431.0,125000.0,0.0,4.0,Married,150000 - 174999,1,0,0
221303118604.0,12500.0,0.0,8.0,Single,25000 - 49999,1,1,0
221303103796.0,80372.176,0.0,0.0,,,0,0,0
221303010892.0,62500.0,1.0,3.0,Married,175000 - 199999,1,1,0
221303007906.0,87500.0,0.0,15.0,Married,125000 - 149999,1,0,1
221303006386.0,80372.176,0.0,1.0,,50000 - 74999,1,0,1
221303006012.0,87500.0,1.0,1.0,Married,100000 - 124999,1,0,1
221302993560.0,62500.0,0.0,7.0,Married,75000 - 99999,1,0,1
221303024768.0,125000.0,1.0,6.0,Married,150000 - 174999,1,1,1
221303020753.0,42500.0,0.0,0.0,Married,,0,1,1
221301814152.0,57500.0,1.0,6.0,Married,175000 - 199999,1,0,1
221301810532.0,47500.0,1.0,3.0,Single,100000 - 124999,0,0,1
221302841110.0,70000.0,0.0,5.0,Married,100000 - 124999,1,0,1
221302835399.0,70000.0,0.0,0.0,,,0,0,1
221302834867.0,70000.0,1.0,15.0,Married,75000 - 99999,1,1,1
221302833995.0,87500.0,1.0,4.0,Married,225000 - 249999,1,0,0
221302826027.0,70000.0,1.0,4.0,Married,125000 - 149999,1,0,1
221302825502.0,80372.176,0.0,1.0,,50000 - 74999,0,0,1
221302817529.0,87500.0,1.0,8.0,Single,175000 - 199999,1,1,1
221302816147.0,70000.0,0.0,4.0,Single,250000 - 274999,1,1,1
221302930873.0,70000.0,1.0,4.0,Married,125000 - 149999,1,1,1
221303046848.0,125000.0,1.0,2.0,Single,200000 - 224999,1,1,1
221302974069.0,80372.176,0.0,6.801,,125000 - 149999,0,1,1
221303069653.0,87500.0,1.0,6.0,Married,75000 - 99999,1,1,1
221303063352.0,87500.0,0.0,3.0,Single,125000 - 149999,1,0,1
221303109909.0,87500.0,0.0,15.0,Married,100000 - 124999,1,1,1
221303106900.0,125000.0,1.0,15.0,Single,100000 - 124999,1,0,1
221303106574.0,17500.0,0.0,15.0,Married,50000 - 74999,1,0,1
221303085769.0,57500.0,1.0,13.0,Married,50000 - 74999,1,1,1
221303044175.0,187500.0,1.0,15.0,Married,100000 - 124999,1,0,1
221303027959.0,62500.0,1.0,2.0,Single,125000 - 149999,1,0,1
221301772764.0,17500.0,0.0,6.801,Single,100000 - 124999,0,0,1
221301771882.0,250000.0,1.0,10.0,Married,125000 - 149999,1,1,1
221301660890.0,62500.0,0.0,6.0,Single,50000 - 74999,1,0,1
221301653321.0,87500.0,0.0,0.0,,,0,0,1
221301652800.0,87500.0,1.0,2.0,Married,150000 - 174999,0,0,1
221301646520.0,62500.0,1.0,3.0,Married,150000 - 174999,1,0,1
221301657916.0,57500.0,0.0,15.0,Married,125000 - 149999,1,0,1
221301649603.0,225000.0,0.0,8.0,Married,100000 - 124999,1,1,1
221301643034.0,125000.0,1.0,4.0,Married,100000 - 124999,1,1,1
221301647869.0,57500.0,1.0,15.0,Married,75000 - 99999,1,0,1
221301647491.0,47500.0,0.0,6.801,Single,100000 - 124999,0,0,1
221301636290.0,125000.0,1.0,4.0,Married,150000 - 174999,1,0,1
221301632846.0,12500.0,1.0,4.0,Single,50000 - 74999,1,1,0
221301620859.0,57500.0,1.0,3.0,Married,250000 - 274999,1,0,1
221301783747.0,80372.176,0.0,6.801,,125000 - 149999,0,0,1
221303070158.0,87500.0,1.0,5.0,Single,125000 - 149999,1,0,1
221303010418.0,80372.176,0.0,3.0,,75000 - 99999,1,0,1
221302991335.0,87500.0,0.0,6.0,Married,175000 - 199999,1,1,1
221302988651.0,87500.0,1.0,3.0,Single,125000 - 149999,1,0,1
221302986486.0,80372.176,0.0,6.801,,50000 - 74999,0,0,0
221302986095.0,42500.0,0.0,15.0,Married,50000 - 74999,1,0,0
221302985855.0,87500.0,0.0,11.0,Single,50000 - 74999,1,1,1
221302983022.0,62500.0,1.0,3.0,Married,125000 - 149999,1,0,1
221303074815.0,80372.176,0.0,6.801,,25000 - 49999,0,0,1
221303179168.0,80372.176,0.0,6.801,Married,25000 - 49999,0,0,1
221303177083.0,225000.0,1.0,4.0,Married,100000 - 124999,1,0,1
221303258906.0,22500.0,1.0,4.0,Single,50000 - 74999,1,1,0
221303257958.0,57500.0,0.0,1.0,Single,100000 - 124999,0,0,0
221303252988.0,70000.0,0.0,6.0,Single,75000 - 99999,1,0,1
221303249041.0,42500.0,0.0,3.0,,25000 - 49999,1,0,1
221302870525.0,87500.0,0.0,3.0,Married,150000 - 174999,1,1,1
221300223946.0,47500.0,0.0,0.0,,,0,0,1
221300219965.0,87500.0,0.0,4.0,Single,25000 - 49999,1,0,1
221300209166.0,47500.0,1.0,5.0,Single,75000 - 99999,1,0,1
221300207157.0,27500.0,0.0,4.0,Single,75000 - 99999,1,0,1
221300203362.0,87500.0,1.0,6.0,Married,150000 - 174999,1,1,1
221300193009.0,225000.0,1.0,2.0,Married,150000 - 174999,1,0,1
221300192679.0,62500.0,0.0,1.0,,125000 - 149999,1,0,1
221300244565.0,87500.0,1.0,12.0,Married,300000 - 349999,1,1,1
221300418188.0,87500.0,1.0,0.0,Married,450000 - 499999,0,0,1
221300737901.0,12500.0,1.0,13.0,Single,100000 - 124999,0,0,1
221300730212.0,42500.0,0.0,15.0,Married,50000 - 74999,1,0,0
221300600241.0,70000.0,0.0,5.0,Single,125000 - 149999,1,0,1
221300598899.0,70000.0,1.0,4.0,Single,150000 - 174999,0,0,1
221300596320.0,87500.0,1.0,8.0,Married,125000 - 149999,1,0,1
221300583338.0,80372.176,0.0,6.801,,125000 - 149999,0,0,1
221300723689.0,17500.0,0.0,15.0,Married,75000 - 99999,0,0,1
221300703306.0,87500.0,1.0,15.0,Single,175000 - 199999,1,0,1
221300697931.0,87500.0,1.0,8.0,Married,150000 - 174999,1,0,1
221300691915.0,125000.0,1.0,15.0,Married,100000 - 124999,1,0,1
221300594211.0,42500.0,1.0,1.0,Single,125000 - 149999,0,0,0
221300593646.0,17500.0,1.0,0.0,Single,,0,0,1
221300579473.0,87500.0,1.0,5.0,Married,150000 - 174999,1,0,1
221300579171.0,80372.176,0.0,6.801,,125000 - 149999,0,0,1
221300575720.0,87500.0,1.0,8.0,Married,125000 - 149999,1,0,1
221301123765.0,12500.0,1.0,15.0,Married,75000 - 99999,1,1,0
221301115846.0,87500.0,1.0,6.801,Single,75000 - 99999,1,0,1
221301104975.0,125000.0,1.0,3.0,Married,200000 - 224999,1,0,1
221300911231.0,125000.0,0.0,1.0,Married,200000 - 224999,1,0,1
221301239262.0,80372.176,0.0,6.801,,125000 - 149999,0,0,1
221301238783.0,27500.0,1.0,6.801,Single,50000 - 74999,1,0,1
221301235986.0,87500.0,1.0,15.0,Married,75000 - 99999,1,0,1
221301233913.0,57500.0,0.0,6.0,Single,50000 - 74999,1,0,1
221303109221.0,87500.0,0.0,15.0,Single,75000 - 99999,1,0,0
221302899330.0,87500.0,1.0,5.0,Single,75000 - 99999,1,0,1
221302898075.0,87500.0,1.0,9.0,Married,200000 - 224999,1,0,1
221302890609.0,42500.0,0.0,15.0,Married,50000 - 74999,1,0,1
221302886514.0,80372.176,0.0,1.0,,100000 - 124999,0,0,1
221301797637.0,80372.176,0.0,1.0,Single,150000 - 174999,0,1,1
221301788754.0,62500.0,0.0,15.0,Married,75000 - 99999,1,0,1
221301783377.0,70000.0,1.0,15.0,Married,250000 - 274999,1,0,1
221301781726.0,125000.0,1.0,9.0,Married,100000 - 124999,1,0,1
221301776256.0,27500.0,0.0,8.0,Single,25000 - 49999,1,0,1
221301774073.0,62500.0,0.0,11.0,Married,50000 - 74999,1,0,1
221301772250.0,162500.0,1.0,15.0,Married,200000 - 224999,1,1,1
221301770533.0,80372.176,0.0,6.801,Single,75000 - 99999,0,0,0
221301764708.0,57500.0,1.0,3.0,Married,25000 - 49999,1,1,1
221302886901.0,250000.0,1.0,6.0,Single,150000 - 174999,1,1,1
221302883310.0,32500.0,1.0,6.0,Married,100000 - 124999,1,0,0
221302880090.0,47500.0,0.0,2.0,,100000 - 124999,1,0,1
221302877795.0,87500.0,1.0,2.0,Married,75000 - 99999,1,0,1
221302002791.0,250000.0,1.0,11.0,Married,150000 - 174999,1,0,1
221301990881.0,80372.176,0.0,6.801,,175000 - 199999,0,1,1
221301989863.0,52500.0,0.0,4.0,Single,1000 - 24999,1,0,0
221302837375.0,37500.0,0.0,7.0,Married,75000 - 99999,1,0,1
221301625398.0,27500.0,0.0,15.0,Single,75000 - 99999,1,0,1
221301617714.0,27500.0,1.0,1.0,Married,50000 - 74999,0,0,1
221301601609.0,125000.0,1.0,6.801,,150000 - 174999,0,0,0
221301597143.0,42500.0,1.0,3.0,Single,100000 - 124999,0,1,1
221301593301.0,125000.0,1.0,1.0,Married,125000 - 149999,1,1,1
221302840511.0,87500.0,1.0,4.0,Married,75000 - 99999,1,0,1
221302838483.0,5000.0,0.0,4.0,Single,150000 - 174999,1,0,0
221300883174.0,17500.0,0.0,1.0,Married,100000 - 124999,1,0,0
221300877516.0,57500.0,1.0,3.0,Single,125000 - 149999,0,0,1
221300875360.0,125000.0,0.0,3.0,Single,125000 - 149999,1,0,1
221300873184.0,47500.0,0.0,2.0,Married,75000 - 99999,1,0,1
221300871642.0,70000.0,1.0,0.0,Single,100000 - 124999,1,0,1
221303142969.0,125000.0,1.0,5.0,Single,150000 - 174999,1,1,1
221303142270.0,80372.176,0.0,6.801,,75000 - 99999,0,0,1
221303142050.0,225000.0,1.0,9.0,Married,175000 - 199999,1,0,1
221303138827.0,47500.0,0.0,0.0,,,0,0,1
221303138742.0,27500.0,0.0,1.0,Married,75000 - 99999,0,0,1
221303232028.0,22500.0,0.0,1.0,Single,50000 - 74999,0,0,0
221303231864.0,125000.0,0.0,6.0,Single,150000 - 174999,1,0,1
221303230434.0,70000.0,0.0,15.0,Single,75000 - 99999,1,0,1
221303224571.0,70000.0,1.0,0.0,Married,200000 - 224999,1,1,1
221303221220.0,87500.0,1.0,2.0,Single,125000 - 149999,1,0,1
221303216396.0,17500.0,1.0,15.0,Single,100000 - 124999,1,0,1
221303208609.0,70000.0,0.0,2.0,Single,125000 - 149999,0,1,1
221302783312.0,27500.0,0.0,14.0,Single,125000 - 149999,1,1,1
221302782375.0,162500.0,1.0,15.0,Married,125000 - 149999,1,1,1
221302780975.0,125000.0,0.0,15.0,Single,100000 - 124999,1,0,1
221302773854.0,87500.0,0.0,0.0,Married,,0,1,1
221302769001.0,57500.0,0.0,0.0,Single,,0,0,0
221302763456.0,57500.0,1.0,0.0,Married,125000 - 149999,1,0,1
221302751714.0,80372.176,0.0,6.801,,150000 - 174999,0,0,0
221302749838.0,80372.176,0.0,6.801,,150000 - 174999,0,0,0
221302530408.0,80372.176,1.0,6.801,,75000 - 99999,0,0,1
221302929449.0,62500.0,0.0,2.0,Single,175000 - 199999,1,0,1
221302926303.0,225000.0,1.0,3.0,Married,200000 - 224999,1,0,1
221302924642.0,125000.0,1.0,7.0,Married,50000 - 74999,1,0,1
221302913132.0,87500.0,0.0,10.0,Single,125000 - 149999,1,1,1
221302912497.0,80372.176,0.0,0.0,,,0,0,1
221302912344.0,5000.0,1.0,0.0,Married,,0,0,1
221302909483.0,47500.0,1.0,7.0,Married,150000 - 174999,1,0,1
221300253959.0,32500.0,0.0,4.0,Single,75000 - 99999,1,0,0
221300246216.0,47500.0,1.0,15.0,Married,75000 - 99999,1,1,1
221300245415.0,47500.0,1.0,3.0,Single,50000 - 74999,1,1,1
221300242330.0,70000.0,1.0,13.0,Married,125000 - 149999,1,1,1
221300239100.0,42500.0,1.0,5.0,Single,1000 - 24999,1,1,0
221302030887.0,125000.0,1.0,3.0,Married,100000 - 124999,1,0,1
221302027692.0,57500.0,0.0,3.0,Single,275000 - 299999,0,0,1
221302026854.0,225000.0,0.0,2.0,Married,175000 - 199999,1,1,1
221302007851.0,125000.0,0.0,2.0,Single,200000 - 224999,0,0,1
221302005926.0,12500.0,1.0,0.0,,,0,0,1
221301996746.0,125000.0,1.0,3.0,Married,125000 - 149999,1,1,1
221301996483.0,42500.0,0.0,14.0,Single,25000 - 49999,1,0,1
221301992400.0,32500.0,0.0,6.0,Single,75000 - 99999,0,0,0
221301855263.0,70000.0,0.0,6.0,Single,100000 - 124999,1,1,1
221301854385.0,70000.0,0.0,2.0,Single,100000 - 124999,1,0,0
221301829177.0,47500.0,0.0,2.0,Single,150000 - 174999,0,0,1
221301815505.0,250000.0,1.0,5.0,Single,200000 - 224999,1,1,1
221301807130.0,125000.0,0.0,6.0,Single,75000 - 99999,1,0,1
221303037809.0,22500.0,1.0,4.0,Single,50000 - 74999,1,0,0
221303029070.0,12500.0,1.0,8.0,Married,125000 - 149999,1,0,0
221303027620.0,62500.0,1.0,0.0,Married,,0,0,1
221303006682.0,57500.0,1.0,2.0,,75000 - 99999,0,0,1
221303003645.0,80372.176,0.0,0.0,,,0,0,0
221302985615.0,47500.0,0.0,0.0,,,0,0,1
221302984994.0,5000.0,0.0,15.0,Married,50000 - 74999,1,1,0
221301976345.0,80372.176,1.0,6.801,,175000 - 199999,0,0,1
221301974711.0,80372.176,0.0,12.0,,50000 - 74999,0,0,1
221301963948.0,80372.176,0.0,6.801,,125000 - 149999,0,0,0
221303011626.0,87500.0,0.0,8.0,Married,100000 - 124999,1,1,1
221303006152.0,250000.0,0.0,6.801,Single,175000 - 199999,0,0,1
221302995644.0,87500.0,0.0,3.0,Single,100000 - 124999,1,0,1
221302992067.0,125000.0,0.0,1.0,Single,125000 - 149999,1,1,0
221303172605.0,17500.0,0.0,7.0,Single,75000 - 99999,1,1,1
221303168731.0,27500.0,0.0,15.0,Married,25000 - 49999,1,1,1
221303289172.0,87500.0,1.0,4.0,Single,225000 - 249999,1,0,1
221303211966.0,80372.176,0.0,2.0,,75000 - 99999,1,0,1
221303206405.0,70000.0,0.0,4.0,Single,125000 - 149999,1,1,1
221303201471.0,87500.0,1.0,3.0,Married,75000 - 99999,1,0,0
221303193650.0,57500.0,1.0,0.0,Single,,0,0,1
221303189646.0,87500.0,1.0,15.0,Married,125000 - 149999,1,1,1
221300356378.0,80372.176,0.0,0.0,,,0,0,1
221300351182.0,70000.0,1.0,2.0,Married,225000 - 249999,1,0,1
221300348082.0,125000.0,1.0,1.0,Married,225000 - 249999,1,0,1
221300345792.0,22500.0,0.0,5.0,Married,50000 - 74999,1,0,0
221300340717.0,70000.0,1.0,5.0,Married,150000 - 174999,1,0,1
221300338297.0,250000.0,0.0,6.0,Married,175000 - 199999,1,0,1
221300336588.0,32500.0,1.0,15.0,Married,25000 - 49999,1,1,1
221300333444.0,87500.0,1.0,2.0,Married,1000 - 24999,1,0,0
221300333063.0,87500.0,1.0,4.0,Married,150000 - 174999,0,0,1
221300340487.0,87500.0,1.0,2.0,,125000 - 149999,0,1,1
221300338026.0,125000.0,1.0,3.0,Married,150000 - 174999,1,0,1
221300336513.0,47500.0,0.0,12.0,Married,50000 - 74999,1,0,1
221300458252.0,70000.0,1.0,6.0,Married,75000 - 99999,0,0,1
221300447681.0,62500.0,1.0,12.0,Married,75000 - 99999,1,0,1
221300438731.0,87500.0,0.0,3.0,Married,125000 - 149999,0,0,1
221303259397.0,70000.0,1.0,4.0,Married,100000 - 124999,1,1,0
221303225002.0,87500.0,1.0,2.0,Single,175000 - 199999,0,1,1
221303223182.0,87500.0,1.0,6.0,Single,75000 - 99999,1,0,1
221303222001.0,5000.0,0.0,0.0,Married,50000 - 74999,1,1,0
221303213529.0,80372.176,0.0,1.0,,100000 - 124999,1,0,1
221303208584.0,80372.176,0.0,15.0,Single,150000 - 174999,0,0,1
221303206985.0,80372.176,0.0,1.0,,100000 - 124999,1,1,1
221303083248.0,62500.0,0.0,15.0,Married,75000 - 99999,1,0,1
221303281355.0,17500.0,0.0,2.0,Single,100000 - 124999,1,0,0
221303277280.0,42500.0,0.0,4.0,Single,150000 - 174999,0,1,1
221303275861.0,37500.0,1.0,1.0,Married,50000 - 74999,1,0,1
221303273854.0,80372.176,0.0,4.0,,100000 - 124999,0,1,0
221303268605.0,80372.176,0.0,0.0,,,0,0,0
221303264653.0,47500.0,0.0,0.0,,,0,0,1
221303261413.0,32500.0,0.0,10.0,Married,100000 - 124999,1,1,0
221303260155.0,70000.0,0.0,7.0,Single,100000 - 124999,1,0,1
221303259400.0,32500.0,1.0,5.0,Single,25000 - 49999,1,1,1
221303258805.0,87500.0,1.0,15.0,Single,50000 - 74999,1,0,1
221303255389.0,57500.0,1.0,0.0,Single,,0,0,1
221303153463.0,250000.0,1.0,1.0,Married,200000 - 224999,1,0,1
221303306740.0,87500.0,0.0,5.0,Married,125000 - 149999,1,0,0
221303305179.0,80372.176,0.0,15.0,,125000 - 149999,0,0,1
221303294688.0,70000.0,0.0,15.0,Married,150000 - 174999,1,0,0
221303292947.0,37500.0,0.0,0.0,,,0,0,1
221303291052.0,70000.0,0.0,13.0,Married,225000 - 249999,1,0,0
221303162881.0,80372.176,0.0,1.0,Married,125000 - 149999,1,1,1
221303161609.0,87500.0,1.0,3.0,Single,100000 - 124999,1,0,1
221303161440.0,80372.176,0.0,0.0,,75000 - 99999,1,0,1
221303160431.0,62500.0,0.0,9.0,Married,75000 - 99999,1,0,1
221303159962.0,22500.0,0.0,3.0,Single,75000 - 99999,1,0,0
221302986732.0,70000.0,0.0,13.0,Married,100000 - 124999,1,1,1
221303079375.0,42500.0,1.0,15.0,Married,25000 - 49999,1,1,1
221303079131.0,80372.176,0.0,6.801,,50000 - 74999,0,0,1
221303074506.0,70000.0,1.0,3.0,Married,200000 - 224999,1,1,1
221303072296.0,32500.0,0.0,13.0,Married,100000 - 124999,1,0,1
221303067520.0,42500.0,1.0,0.0,Married,,0,0,0
221303066764.0,87500.0,0.0,9.0,Single,75000 - 99999,1,1,1
221303065547.0,125000.0,0.0,1.0,Married,125000 - 149999,1,0,1
221303064540.0,125000.0,0.0,3.0,Married,50000 - 74999,1,1,1
221303040540.0,42500.0,1.0,6.0,Married,100000 - 124999,1,0,0
221303040211.0,250000.0,0.0,15.0,Married,225000 - 249999,1,0,1
221303037682.0,87500.0,1.0,7.0,Married,125000 - 149999,1,0,1
221301152188.0,17500.0,0.0,15.0,Single,50000 - 74999,1,0,1
221301114144.0,125000.0,1.0,7.0,Married,400000 - 449999,1,0,1
221301107385.0,80372.176,0.0,6.801,,100000 - 124999,0,0,1
221301101087.0,80372.176,0.0,1.0,,25000 - 49999,0,0,0
221301087982.0,87500.0,0.0,15.0,Married,75000 - 99999,1,1,1
221301034540.0,37500.0,0.0,15.0,Married,50000 - 74999,1,1,1
221301031023.0,12500.0,1.0,3.0,Married,75000 - 99999,1,0,0
221301029944.0,250000.0,0.0,6.0,Married,150000 - 174999,1,0,1
221301019713.0,17500.0,0.0,8.0,Single,75000 - 99999,1,0,1
221301017840.0,17500.0,1.0,15.0,Single,100000 - 124999,1,1,1
221301015059.0,47500.0,1.0,0.0,Single,,0,0,1
221301083846.0,47500.0,1.0,15.0,Married,50000 - 74999,1,1,1
221300989344.0,62500.0,0.0,8.0,Married,100000 - 124999,1,0,1
221300986487.0,17500.0,1.0,15.0,Single,50000 - 74999,1,0,1
221301125349.0,80372.176,0.0,6.801,,100000 - 124999,0,0,1
221301123313.0,37500.0,0.0,2.0,Married,100000 - 124999,1,0,1
221301119593.0,42500.0,0.0,3.0,Single,25000 - 49999,1,0,1
221300981818.0,87500.0,0.0,15.0,Married,100000 - 124999,1,0,1
221301796551.0,125000.0,0.0,3.0,Single,500000 - 749999,0,0,1
221301793202.0,32500.0,1.0,12.0,Single,250000 - 274999,0,0,0
221301792080.0,125000.0,0.0,3.0,Married,350000 - 399999,1,0,1
221300402292.0,37500.0,0.0,3.0,Single,125000 - 149999,0,1,1
221300534274.0,125000.0,0.0,15.0,Married,75000 - 99999,1,0,1
221300533024.0,87500.0,1.0,11.0,Married,150000 - 174999,1,0,1
221300511526.0,47500.0,0.0,0.0,,,0,1,0
221300505355.0,27500.0,1.0,6.0,Married,175000 - 199999,1,0,1
221300503876.0,57500.0,1.0,3.0,Married,100000 - 124999,1,0,1
221300229824.0,62500.0,1.0,3.0,Single,50000 - 74999,0,1,1
221300228311.0,27500.0,1.0,15.0,Married,50000 - 74999,1,0,1
221300219884.0,125000.0,1.0,5.0,Married,125000 - 149999,1,1,1
221300215701.0,125000.0,0.0,3.0,Married,175000 - 199999,1,1,1
221300213472.0,125000.0,0.0,1.0,,125000 - 149999,1,0,1
221300212465.0,125000.0,1.0,4.0,Married,100000 - 124999,1,1,1
221301766185.0,37500.0,1.0,6.0,Married,75000 - 99999,1,0,1
221301763141.0,87500.0,1.0,1.0,Single,150000 - 174999,1,0,1
221301761997.0,70000.0,0.0,0.0,,,0,0,1
221301787237.0,62500.0,0.0,2.0,Married,75000 - 99999,1,0,1
221301773396.0,17500.0,1.0,15.0,Married,50000 - 74999,1,0,1
221301757627.0,70000.0,0.0,0.0,,,0,0,1
221301932697.0,70000.0,0.0,4.0,Single,125000 - 149999,1,1,1
221301914358.0,80372.176,0.0,0.0,,50000 - 74999,1,0,1
221301897497.0,62500.0,1.0,15.0,Married,150000 - 174999,1,1,1
221301889987.0,47500.0,1.0,15.0,Married,125000 - 149999,1,0,1
221301888174.0,70000.0,0.0,3.0,Married,225000 - 249999,0,0,1
221301688175.0,80372.176,0.0,15.0,,175000 - 199999,0,0,0
221302038931.0,87500.0,0.0,0.0,Single,,0,0,1
221302038056.0,125000.0,0.0,13.0,Single,75000 - 99999,1,0,1
221302033243.0,162500.0,1.0,0.0,Married,,0,0,1
221300433624.0,70000.0,0.0,10.0,Married,50000 - 74999,1,0,1
221300426376.0,125000.0,0.0,6.801,,100000 - 124999,0,0,1
221300422027.0,80372.176,0.0,0.0,,,0,0,0
221300408670.0,125000.0,1.0,15.0,Single,100000 - 124999,1,0,1
221300404287.0,62500.0,1.0,15.0,Married,125000 - 149999,1,1,1
221300399787.0,80372.176,0.0,6.801,,125000 - 149999,0,0,1
221300571715.0,87500.0,0.0,10.0,Married,100000 - 124999,1,0,1
221300563333.0,80372.176,0.0,6.801,,75000 - 99999,0,0,0
221302859613.0,87500.0,1.0,8.0,Married,50000 - 74999,1,1,1
221302857528.0,87500.0,0.0,5.0,Single,75000 - 99999,1,1,1
221302857309.0,87500.0,1.0,2.0,Single,125000 - 149999,1,1,1
221302847927.0,87500.0,1.0,15.0,Married,100000 - 124999,1,1,1
221302914708.0,57500.0,0.0,1.0,Single,75000 - 99999,1,0,1
221300138379.0,80372.176,0.0,3.0,,150000 - 174999,0,0,1
221300137855.0,47500.0,0.0,6.801,,225000 - 249999,0,0,1
221300117112.0,80372.176,0.0,0.0,,1000 - 24999,1,0,0
221300111090.0,70000.0,0.0,6.0,Married,125000 - 149999,1,1,1
221300218321.0,32500.0,0.0,2.0,Single,200000 - 224999,0,0,1
221300216023.0,62500.0,1.0,4.0,Married,75000 - 99999,1,0,1
221300206223.0,52500.0,1.0,15.0,Single,150000 - 174999,1,0,0
221300199477.0,80372.176,0.0,2.0,,25000 - 49999,1,0,0
221300192858.0,17500.0,0.0,1.0,,75000 - 99999,1,0,1
221300183033.0,125000.0,0.0,4.0,Married,125000 - 149999,1,0,1
221300363267.0,125000.0,1.0,5.0,Married,125000 - 149999,1,1,1
221300360936.0,70000.0,0.0,15.0,Married,125000 - 149999,1,0,1
221300355631.0,87500.0,0.0,4.0,Married,50000 - 74999,0,1,1
